,MetadataField,Metadata
0,NSGL Document #:,SCU-R-83-003
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,Un acercamiento innovador en la preparacion de cientificos y ciudadanos conscientes de la existencia del medio marino
3,Author:,"Bjur, D. M."
4,,"Rojas, J. B."
5,,"Bjur, W. E."
6,Publication Year :,1983
7,Source Citation:,"""Proceedings of the Internation Conference on Marine Resources of the Pacific,"" Patricio M. Arana (ed.), pp. 495-502, 1983."
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,USCSG-R-01-86
