,MetadataField,Metadata
0,NSGL Document #:,CASG-H-15-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Coastal California Rain Gardens
3,Author:,"Myers, Monique"
4,,"Borel, Valeria"
5,,"Giraud, Deborah"
6,Publication Year :,2015
7,Publisher:,UCANR Publication 8531
8,# Pages / Video Length:,7
9,Publication Type:,"handbooks, manuals, guides"
10,Abstract:,"Rain gardens allow water to permeate the ground, acting as a natural water filter. They are essentailly small scale bioretention basins. This publication provides information to get you started constructing a small-scale or home rain garden."
