,MetadataField,Metadata
0,NSGL Document #:,LSU-WR-07-012
1,Sea Grant Program/Affiliate:,Louisiana Sea Grant
2,Title:,Genetic evaluation of California bulrush and 014 propagation of smooth cordgrass (PowerPoint presentation)
3,Author:,"Utomo, Herry"
4,Publication Year :,2007
5,Source Citation:,"""Water, Soil and Environment ACE Group Meeting,"" Baton Rouge, Louisiana, January 2007."
6,# Pages / Video Length:,21
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/MBT-04
9,Abstract:,"Develop California bulrush cultivars for use in coastal marsh restoration. Employ cellular selection to improve salt tolerance in California bulrush. Evaluate natural genetic diversity of smooth cordgrass using DNA markers. Develop seed-based propagation, seed harvest, handling, and storage to support an aerial seeding application."
