,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-051
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Differences in growth of the blue shark, ""Prionace glauca"": technique or population?"
3,Author:,"Tanaka, Sho"
4,,"Cailliet, Gregor M."
5,,"Yudin, Katherine G."
6,Publication Year :,1990
7,Source Citation:,"""Elasmobranchs as Living Resources: Advances in the Biology, Ecology, Systematics, and the Status of the Fisheries,"" H. L. Pratt, et al. (eds.), pp. 177-187, 1990."
8,# Pages / Video Length:,11
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-84
11,Abstract:,"Vertebrae from blue sharks collected off California and Japan were used in a cross-exchange, dual method, and comparative reading approach to determine if apparent differences in growth curves and von Bertalanffy growth parameters from the two areas are due to population characteristics​, methodologies, sampling, or the statistics used to characterize growth. Results varied considerably among readers and shark sizes. Some of the differences in growth between populations could have been due to the methodology used, interpretation of growth zones, and the goodness-of-fit of von Bertalanffy growth function to the data. Real differences, if they exist, are obscured by variability due to methods, interpretation, and statistical fit."
