,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-027
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Deoxynortrichoh​arzin, a new polyketide from the saltwater culture of a sponge-derived ""Paecilomyces"" fungus"
3,Author:,"Rahbaek, Lisa"
4,,"Sperry, Sam"
5,,"Piper, Janet E."
6,,"Crews, Phillip"
7,Publication Year :,1998
8,Source Citation:,"""Journal of Natural Products,"" 61(12):1571-​1573, 1998."
9,# Pages / Video Length:,3
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-78
