,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-043
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Chemistry of crustacean hormones that regulates growth and reproduction
3,Author:,"Chang, Ernest S."
4,Publication Year :,1997
5,Source Citation:,"""Recent Advances in Marine Biotechnology,"" Volume 1, Milton Fingerman, et al. (eds.), pp. 164-178, 1997."
6,Publisher:,Oxford & IBH Publishing Co.
7,# Pages / Video Length:,15
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/F-160
10,Abstract:,The author reviews the chemistry and metabolism of the hormones involved in reproduction and the molt cycle of crustaceans. Discussion mainly deals with hormones that have been purified and identified from crustacean tissues.
