,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-035
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Economic analysis of commercial hatchery production of sturgeon
3,Author:,"Shigekawa, Katherine J."
4,,"Logan, Samuel H."
5,Publication Year :,1985
6,Source Citation:,"""Aquaculture,"" 51:299-312, 1986."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/NP-1-12A
9,Abstract:,"This paper addresses the economic factors associated with commercial production of the white sturgeon (""Acipenser transmontanus"")​. Three major research targets were considered: (1) analysis of the costs of intensive sturgeon culture under certain biological relationships and different sets of management strategies, (2) evaluation of the potential profitability of intensive sturgeon production, and (3) identification of areas for future research which offer significant economic payoff."
