,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-01-038
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Vanadium in proteins and enzymes
3,Author:,"Butler, Alison"
4,,"Carter, Jayme N."
5,,"Simpson, Matthew T."
6,Publication Year :,2001
7,Source Citation:,"""Handbook on Metalloproteins​,"" I. Bertini, et al, eds., pp. 153-179, 2001."
8,Publisher:,Marcel Dekker
9,# Pages / Video Length:,27
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-76
12,Abstract:,"In this chapter from a book on metalloproteins​, the authors describe the structures and possible biological roles of several vanadium enzymes that have been found in tunicates, fungi, algae, bacteria, and other organisms."
