,MetadataField,Metadata
0,NSGL Document #:,CUIMR-Q-89-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Coastal Waterfront Managers Survey I. Executive Summary
3,Author:,"Johnson, Leigh T."
4,,"Ryan, Constance J."
5,Publication Year :,1989
6,Publisher:,University of California Sea Grant Extension Program
7,# Pages / Video Length:,4
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,UCSGEP 89-6
10,Grant/Contract #:,NOAA Sea Grant No. NA85AA-D-SG140
11,Project #:,A/EA-1
12,Notes:,Changed type of publication to Survey instead of Program Report. For Full Report see: CUIMR-Q-89-002.
13,Abstract:,"The annual economic value of California's boating industry exceeds six billion dollars. Eighty-five percent of the state's boating related businesses are in the coastal counties. Their productivity is tied to the availability of coastal ports, harbors, and marinas. Their managers need the latest technical and management information to operate at peak efficiency. Previous studies of these facilities have produced inventories and economic impact analyses. No data were available on the specific information needs of coastal waterfront managers. In 1986, 206 California coastal waterfront managers were surveyed. Objectives were to identify operating circumstances, technical and management information needs, and how best to 'deliver information. Fifty percent responded."
