,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-035
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Detection of domoic acid in northern anchovies and California sea lions associated with an unusual mortality event
3,Author:,"Lefebvre, Kathi A."
4,,"Powell, Christine L."
5,,"Busman, Mark"
6,,"Doucette, Gregory J."
7,,"Moeller, Peter D. R."
8,,"Silver, Joel B."
9,,"Miller, Peter E."
10,,"Hughes, Margaret P."
11,,"Singaram, Sara"
12,,"Silver, Mary W."
13,,"Tjeerdema, Ronald S."
14,Publication Year :,1999
15,Source Citation:,"""Natural Toxins,"" 7:85-92, 1999."
16,# Pages / Video Length:,8
17,Publication Type:,reprints (peer-reviewed)
18,Project #:,R/CZ-145
19,Abstract:,"The occurrence of an unusual mortality event involving California sea lions along the central California coast in May 1998 was recently reported. The potent neurotoxin domoic acid (DA), produced naturally by the diatom ""Pseudo- nitzschia australis"" and transmitted to the sea lions via planktivorous north anchovies, was identified as the probable causative agent. In this paper, researchers describe details of DA analysis for anchovy tissues and sea lion feces including an inter-​laboratory comparison of independent analysis, the use of two detection methods, and a description of problems encountered while testing these sample matrices."
