,MetadataField,Metadata
0,NSGL Document #:,CUIMR-N-99-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Sea Grant in Brief (January, April, and November-​December 1999): Newsletter of the California Sea Grant College Program"
3,Editor :,"Gear, Marsha"
4,Publication Year :,1999
5,Publisher:,The California Sea Grant College Program
6,# Pages / Video Length:,6
7,Publication Type:,periodicals
8,Grant/Contract #:,NA66RG0477
9,Project #:,A/P-1
10,Notes:,"Beginning January 2000, the California Sea Grant Newsletter, ""Sea Grant in Brief,"" and the ""Sea Grant Extension Program Newsletter,"" will merge."
11,Abstract:,"A one pager newsletter report describing Sea Grant projects, reports and publications, recent news, issues, funding, legislation, workshops and other happenings going on in the California Sea Grant Program. Topics in the November-​December 1999 issue: California Sea Grant Leadership Change (Dr. James J. Sullivan retired July 1, 1999 and Dr. Clinton Winant is serving as the Interim Director)."
