,MetadataField,Metadata
0,NSGL Document #:,SCU-R-91-007
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,Mixing and dispersion processes in the vicinity of an ocean outfall system in southern California
3,Author:,"Wu, Yicun"
4,,"Washburn, Libe"
5,,"Jones, Burton H."
6,Publication Year :,1991
7,Source Citation:,"""Coastal Zone '91, Proceedings of the 7th Symposium on Coastal & Ocean Management,"" pp. 124-134, Long Beach, California, 1991."
8,# Pages / Video Length:,11
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,USCSG-R-06-91
11,Abstract:,"Although buoyant plumes have been intensively studied theoretically and experimentally, field investigations of wastewater plumes are comparatively rare. There exist large differences between laboratory-​produced plumes and large scale ocean plumes because of disparities in spatial and temporal scales, and the nature of variable local currents and changing ambient density stratification in the ocean environment. This article discusses observations of the wastewater field from a large outfall system and the effects of local currents on its structure and dilution."
