,MetadataField,Metadata
0,NSGL Document #:,CUIMR-U-73-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"The San Diego Law Review: Law of the Sea V (Volume 10, Number 3, May 1973)"
3,Editor :,"Weaver, Michael J."
4,Publication Year :,1973
5,Source Citation:,"The San Diego Law Review, 10(03):425-691, May 1973"
6,# Pages / Video Length:,267
7,Publication Type:,periodicals
8,Program Report #:,NOAA-73082010
9,Abstract:,"The following articles are in this special periodical issue: 1. The Law to govern deepsea mining until superseded by international agreement, by J.G. Laylin, pp. 433-445. 2. The Deep Seabed Hard Mineral Resources Act-a negative view, by H.G. Knight, pp. 446-466. 3. United States oceans politics, by A.L. Hollick, pp. 467-501. 4. The Ocean Dumping Convention-a hopeful beginning, by T.L. Leitzell, pp. 502-513. 5. High seas intervention: parameters of unilateral action, by R.P. Cundick, pp. 514-558. 6. Recent developments in the Law of the Sea IV: a synopsis, pp. 559-598. 7. Law Notes: Seamounts and Guyots: A unique resource, pp. 599-637. 8. Jurisdictional problems created by artificial islands, pp. 638-663. 9. A harbinger: the Senkaku Islands, pp. 664-691."
