,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-074
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Variability of pigment biomass in the California Current system as determined by satellite imagery. 2. Temporal variability
3,Author:,"Michaelsen, Joel"
4,,"Zhang, Xueyun"
5,,"Smith, Raymond C."
6,Publication Year :,1988
7,Source Citation:,"""Journal of Geophysical Research,"" 93(D9):10,883-​10, 896, September 20, 1988."
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/CZ-64
10,Abstract:,"Reported here are the characteristics of temporal variability in satellite-based measurements of chlorophyll concentrations in the ocean off southern California. About 20-25% of the variance is produced by a periodic annual cycle with peak values in winter. Analysis of ship-based measurements indicates that the winter peak is only characteristic of the upper portion of the euphotic zone; total water column chlorophyll peaks during the spring upwelling season. Satellite studies of intra-annual variability are modulated by strong 5- to 6-day oscillation in the availability of usable imagery, resulting from a combination of satellite orbital dynamics and an oscillation in cloud cover. The cloud cover oscillation, which is also present in coastal winds, undoubtedly affects the ocean surface and biases the data obtained by satellites."
