,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-02-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California and the World Ocean '02: Sea Grant graduate researcher symposium and poster presentation: program and abstracts
3,Author:,California Sea Grant
4,Publication Year :,2003
5,Source Citation:,"Santa Barbara, California, October 28, 2002."
6,# Pages / Video Length:,29
7,Publication Type:,conference/work​shop proceedings
8,Project #:,M/P-1
9,Abstract:,"This publication contains abstracts from the Sea Grant Graduate Researcher Symposium at the ""California and the World Ocean '02 Conference,"" where young researchers supported by CSG presented their graduate work in presentations and poster sessions."
