,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-051
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"The late events of fertilisation in the penaeoidean shrimp ""Sicyonia ingentis"""
3,Author:,"Hertzler, Philip L."
4,,"Clark, Wallis H. Jr."
5,Publication Year :,1993
6,Source Citation:,"""Zygote,"" 1:287-296, 1993."
7,# Pages / Video Length:,10
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/A-81
10,Abstract:,"This study used whole-mount immunofluoresce​nce microscopy to show that pronuclear migration depends on microtubules in ""Sicyonia ingentis"". Unlike most other systems examined, a large female aster formed during pronuclear migration. The behaviour of centrosomes and other structures in sperm and eggs was examined using a monoclonal antibody against mammalian neurofilaments. The neurofilament antibody also labelled a structure in the egg cortex which was associated with the positioning of the mitotic spindle."
