,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-041
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Hydrodynamic impact analysis of a cylinder
3,Author:,"Armand, J.-L."
4,,"Cointe, Raymond"
5,Publication Year :,1986
6,Source Citation:,"""Proceedings of the Fifth International Offshore Mechanics and Arctic Engineering OMAE Symposium,"" Volume 1, pp. 250-256, 1986."
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/OT-12
9,Abstract:,"The problem of the vertical entry of a rigid horizontal cylinder into an incompressible inviscid fluid initially at rest is considered. The method of matched asymptotic expansions is used to solve the resulting boundary-value problem. A new formula for the impact force is obtained, which differs from the classical von Karman's formula by a corrective term. The results obtained are compared with those of experimental observations and numerical calculations. The method may be extended to different geometries and non-vertical velocities to provide an estimate of the impact forces on the partially emerged pontoons of damaged semi-​submersibles."
