,MetadataField,Metadata
0,NSGL Document #:,HUMSC-N-72-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Trident (Volume 1, Number 3, 4, 5, and 6, 1972)"
3,Author:,"Monroe, Gary"
4,Editor :,"Ludwig, Stan"
5,,"Meglemre, Janet"
6,Publication Year :,1972
7,Publisher:,"Marine Advisory Extension Service, Humboldt State College, Arcata, CA"
8,# Pages / Video Length:,16
9,Publication Type:,periodicals
10,Notes:,"Four newsletter issues include: Volume 1 Number 3 Winter quarter, Volume 1 Number 4, Spring quarter, Volume 1 Number 5, Spring quarter 1972, Volume 1 Number 6, Fall quarter 1972."
11,Abstract:,"This newsletter is published quarterly by the Marine Advisory-​Extension Service, Humboldt State College, Arcata, California with funding from the NOAA Sea Grant Program. 1971 Sea Grant projects at HSC; ocean salmon tagging project; helicopter base sought on North Coast; 1972 Sea Grant projects at CSUH."
