,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-035
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Induced thermotolerance in the Pacific oyster, ""Crassostrea gigas"""
3,Author:,"Shamseldin, Ally A."
4,,"Clegg, James S."
5,,"Friedman, Carolyn S."
6,,"Cherr, Gary N."
7,,"Pillai, Murali C."
8,Publication Year :,1997
9,Source Citation:,"""Journal of Shellfish Research,"" 16(2):487-491, 1997."
10,# Pages / Video Length:,5
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/F-24-3PD
13,Abstract:,"In this study, the authors determined if the Pacific oyster, ""C. gigas,"" from two different geographic locations, could acquire thermotolerance​. This was accomplished by heat shocking oysters at a predetermined sublethal temperature, followed by exposure to temperatures that were previously determined to be lethal. Evidence is presented that oysters acquired thermotolerance under laboratory conditions, and this induced thermotolerance existed for at least 10 days after the initial heat shock at a sublethal temperature. Preliminary studies indicated that this induced thermotolerance was associated with the expression of a particular heat shock protein."
