,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-041
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Rapid imaging of calcite crystal growth using atomic force microscopy with small cantilevers
3,Author:,"Paloczi, George T."
4,,"Smith, Bettye L."
5,,"Hansma, Paul K."
6,,"Walters, Deron A."
7,Publication Year :,1998
8,Source Citation:,"""Applied Physics Letters,"" 73(12):1658-​1660, September 21, 1998."
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,P/RM-65
11,Abstract:,"Atomic force microscopy is often limited by scan rates slower than the process being observed, especially if operated in tapping mode to reduce sample damage. Rapid imaging using tapping mode in fluids is discussed in this paper. Using small cantilever the author obtained sequential images of calcite crystal steps growing from a screw dislocation. Critical step lengths (the length of the shortest step that can advance) and step energy are also discussed."
