,MetadataField,Metadata
0,NSGL Document #:,SCU-E-14-007
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Island Explorers, Unit 4: Human Impact on the Sea"
3,Author:,"Chilton, Linda"
4,Publication Year :,2014
5,# Pages / Video Length:,29
6,Publication Type:,educational materials
7,Notes:,"Island Explorere is comprised of 4 units; please also see SCU-E-14-004, 005, and 006"
8,URL:,https://dornsife.usc.edu/uscseagrant/island-explorers/ (Island Explorer Website with access to all 4 units)
9,Abstract:,"Island Explorers, Unit 4: Through a variety of activities students will be introduced to the problems and effects of pollution, habitat destruction and the idea of limited resources. Studetns will learn how actions in the urban environment directly affect the marine ecosystem and explore solutions to these problems, including through individual actions and community involvement. (Unit 4 of 4)"
