,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-078
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Pectinoacetals A-C: Novel sterol hemiacetals from the gorgonian ""Ctenocella pectinata"""
3,Author:,"Roussis, V."
4,,"Fenical, W."
5,,"Harvala, C."
6,Publication Year :,1993
7,Source Citation:,"""Experientia,"" 49:265-267, 1993."
8,# Pages / Video Length:,3
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-39
11,Abstract:,"Soft corals, along with hydroids and starfish, have proven over the years to be some of the most prolific sources for a number of interesting steroidal structures. As a part of a program to isolate new biologically-​active compounds from marine octocorals, researchers turned their attention to organisms abundant in predator-rich habitats. ""Ctenocella pectinata"" is a large sea whip very common along the coast of Western Australia. The structures of the three major chemical constituents isolated from the extract of this organism are reported here."
