,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-081
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Methyl farnesoate and its role in crustacean reproduction and development
3,Author:,"Borst, David W."
4,,"Laufer, Hans"
5,,"Landau, Matthew"
6,,"Chang, Ernest S."
7,,"Hertz, William A."
8,,"Baker, Fred C."
9,,"Schooley, David A."
10,Publication Year :,1987
11,Source Citation:,"""Insect Biochemistry,"" 17(7):1123-​1127, January 1987."
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/A-61
14,Abstract:,"The juvenile hormones (JHs) play important roles in the regulation of insect development and reproduction. Until recently there had been no successful chemical identification of a JH in any non-insect arthropod. The authors recently identified a JH-like compound, methyl farnesoate (MF), in the hemolymph of the spider crab ""Libinia emarginata"", and identified the mandibular organ as the site of synthesis of this compound. The detection of MF in other decapods is described, and data are presented demonstrating its relationship to reproduction and larval development."
