,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-95-027
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Spatial variation in red sea urchin reproduction and morphology: implications for harvest refugia
3,Author:,"Rogers-Bennett, Laura"
4,,"Bennett, William A."
5,,"Fastenau, Henry C."
6,,"Dewees, Christopher M."
7,Publication Year :,1995
8,Source Citation:,"""Ecological Applications,"" 5(4):1171-1180, 1995."
9,# Pages / Video Length:,10
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/NP-1-18N
12,Abstract:,"In 1991 red urchins became California's most valuable fishery, worth 34 million dollars ex-vessel price. However, red urchin landings in northern California have dramatically declined. Red sea urchins (""Strongylocent​rotus franciscanus""), residing in shallow habitats in Bodega Bay, California are morphologically distinct and possibly enhance recruitment by spawning larvae and sheltering juveniles. This suggests shallow beds of urchins would be ideal candidates for harvest refugia promoting the production of larvae to replenish deeper harvested habitats. Red urchins from shallow beds (5 m) had significantly heavier gonads. External morphological characteristics (e.g., spine length) could be used to ensure the protection of reproductive urchins in shallow harvest refugia offering an alternative urchin management strategy for northern California."
