,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-72-017
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"INVESTIGATION OF THE NATURE, EXTENT AND FATE OF NATURAL OIL SEEPAGE OFF SOUTHERN CALIFORNIA"
3,Author:,"MIKOLAJ, PAUL GEORGE"
4,,"ALLEN, ALAN A"
5,,"SCHLUETER, ROGER S"
6,Publication Year :,1972
7,Source Citation:,"PRESENTED AT: OFFSHORE TECHNOLOGY CONFERENCE 4TH ANNUAL CONFERENCE HOUSTON, TEXAS MAY 1-3, 1972"
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,OTC 1549
