,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-02-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Sublethal actions of copper in abalone (""Haliotis rufescens"") as characterized by in vivo 31P NMR"
3,Author:,"Viant, Mark R."
4,,"Walton, Jeffrey H."
5,,"TenBrook, Patti L."
6,,"Tjeerdema, Ronald S."
7,Publication Year :,2002
8,Source Citation:,"""Aquatic toxicology,"" 57:139-151, 2002."
9,# Pages / Video Length:,13
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ-142
12,Abstract:,"This investigation employed non-invasive 31P-NMR to describe the actions of copper in red abalone. Objectives were to characterize the adverse effects of copper on muscle metabolism and to propose a possible mechanism of toxicity. The authors determined metabolite concentrations including phosphoarginine​, inorganic phosphates and ATP, and the arginine kinase rate constant through acute exposure to copper. These were also measured at both the start and end of a 2-week sub-chronic exposure. Copper accumulation in gill, digestive gland, and foot muscle was determined to correlate disposition with toxicity."
