,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-022
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Asperazine, a selective cytotoxic alkaloid from a sponge-derived culture of ""Aspergillus niger"""
3,Author:,"Varoglu, Mustafa"
4,,"Corbett, Thomas H."
5,,"Valeriote, Frederick A"
6,,"Crews, Philip"
7,Publication Year :,1997
8,Source Citation:,"""The Journal of Organic Chemistry,"" 62(21):7078-​7079, 1997."
9,# Pages / Video Length:,1
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-63
12,Abstract:,"Marine-derived fungi appear to be a good source of complex diketopiperazin​es. In this report the authors describe the structure of asperazine, an unusual unsymmetrical diketopiperazin​e dimer, obtained by saltwater culture of ""Aspergillus niger"" derived from a Caribbean ""Hyrtios"" sponge."
