,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-95-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Sea urchins
3,Author:,"Price, Robert J."
4,,"Tom, Pamela D."
5,Publication Year :,1995
6,# Pages / Video Length:,7
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,UCSGEP 95-2
9,Project #:,A/EA-1
10,Abstract:,"Sea urchins are members of a large group of marine invertebrates that also includes starfish, sea cucumbers, sea lilies, and brittle stars. All sea urchins have a hard calcareous shell called a test, which is covered with a thin epithelium and is usually armed with spines. The spines are used for locomotion, protection, and for trapping drifting algae for food. Between the spines are tube feet that are used in food capture, locomotion, and for holding on to the substrate. Three species are harvested commercially on the U.S. West Coast; one of these is also harvested on the Atlantic Coast. This brochure describes each species, and tells something of where they're harvested. Processing techniques and seafood products are described."
