,MetadataField,Metadata
0,NSGL Document #:,CASG-R-10-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Angler exposure to domoic acid via consumption of contaminated fishes
3,Author:,"Mazzillo, Fernanda F. M."
4,,"Pomeroy, Caroline"
5,,"Kuo, Julie"
6,,"Ramondi, Pete T."
7,,"Prado, Raquel"
8,,"Silver, Mary W."
9,Publication Year :,2010
10,Source Citation:,"""Aquatic Biology,"" 9:1-12, March 25, 2010 [doi: 10.3354/ab00238​]."
11,DOI #:,10.3354/ab00238
12,# Pages / Video Length:,12
13,Publication Type:,reprints (peer-reviewed)
14,Program Report #:,R/MA-45
15,Abstract:,"Domoic acid (DA) is a neurotoxin that causes amnesic shellfish poisoning, and fish are recognized vectors of DA to marine fauna. However, the exposure of anglers through consumption of DA-contaminated fish is unknown. We measured DA in 11 fish species targeted by Santa Cruz Wharf (SCW) anglers in Monterey Bay, California, USA, and surveyed anglers regarding their fish consumption patterns. In addition, we used California mussel Mytilus californianus DA data provided by the state of California and our measurements of DA in seawater to examine the associations between DA in fish viscera versus in mussels and seawater. DA was detected in the viscera of 7 fish species commonly consumed by anglers, and toxin uptake in fishes varied according to their diet. DA was almost entirely in the viscera, with low DA concentrations detected in muscle tissue. The majority of anglers (58% of 565) reported consuming their catch, with a small fraction ingesting the viscera. Total DA concentrations in fish decreased significantly after 11 mo storage at -20 deg C. DA concentration in seawater and California mussels was correlated with DA in the viscera of some but not all fish groups. We conclude that SCW anglers who consume their catch are exposed to asymptomatic DA doses, and that exposure is a function of the species and parts consumed, as well as storage methods and DA levels in the seawater when the fish are caught."
