,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-08-032
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Using archival tags to infer habitat use of central California steelhead and Coho salmon
3,Author:,"Hayes, Sean A."
4,,"Bond, Morgan H."
5,,"Wells, Brian K."
6,,"Hanson, Chad V."
7,,"Jones, Andrew W."
8,,"MacFarlane, R. Bruce"
9,Publication Year :,2008
10,Source Citation:,"""International Symposium on Advances in Fish Tagging and Marking Technologies For Fisheries Management and Research,"" Proceedings, Aukland, New Zealand, February 24-28, 2008."
11,# Pages / Video Length:,39
12,Publication Type:,reprints (not peer-reviewed)
13,Project #:,R/FISH-205
14,Abstract:,"In order to study the movements and thermal preferences of coho salmon (Oncorhynchus kisutch) and steelhead (O. mykiss) over both the freshwater and marine portions of their lifecycle we deployed archival temperature loggers on juvenile and adult salmonids. Beginning in 2003, loggers were deployed on juvenile coho salmon and juvenile and adult steelhead in a small central California coastal stream. A tag recovery from a coho suggest the fish experienced variable temperatures on a daily to weekly basis in the marine environment (mean 13.3 deg C, range 10-18 deg C). Tags recovered from steelhead indicate use of a cooler, more stable, thermal habitat window in the marine environment (mean 11.0 deg C, range 8-14 deg C), often with little fluctuation over a period of weeks to months and most thermal changes occurring at the seasonal time scale. Comparisons of steelhead data with sea surface temperature data suggest a northern migration out of the California Current to a narrow band of habitat that fluctuates between the southern boundary of the Bering Sea, and north of the 40th parallel. In the shallow freshwater environment steelhead appear to be at the mercy of stream temperatures. However, in the estuary, where thermally variable habitats were available, steelhead used a surprisingly broad temperature range, including entering water thought to challenge their thermal tolerances (>20� C) even when cooler waters were available. Temperature loggers recovered on a local beach and island, indicate tagged fish were consumed in the estuary by warm-blooded predators. All of these data coupled with a larger number of passive integrated transponder (PIT) tags, are helping to identify discrete habitats fish are using, exact dates of ocean entry and return, and to enhance our understanding of marine survival and predation. Finally, archival tags may be useful in understanding habitat use of pelagic long migrating species like steelhead, by tracking individuals in areas where other tagging technologies are poorly suited."
