,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Minimizing fishmeal in California yellowtail and white seabass feeds
3,Author:,"Drawbridge, Mark"
4,,"Barrows, Rick"
5,,"Johnson, Christina S."
6,Publication Year :,2011
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Project #:,C/P-1
10,Abstract:,"In this project, researchers developed alternative feeds for two high-value marine finfish species, California yellowtail (popular on sushi menus) and white seabass."
