,MetadataField,Metadata
0,NSGL Document #:,MOSSLM-Q-71-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Environmental Studies of Monterey Bay and the Central California Coastal Zone: Progress Reports July 1970-February 1971
3,Author:,"Harville, John P."
4,Publication Year :,1971
5,Publisher:,Moss Landing Marine Laboratories
6,# Pages / Video Length:,109
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Grant/Contract #:,NOAA GH-94
9,Abstract:,"A progress report for the first half-year of operation for July 1970 through February 1971 at the Moss Landing Marine Laboratories. A National Sea Grant project supported by the Office of Sea Grant Programs, National Oceanic and Atmospheric Administration, U.S. Department of Commerce Grant No. GH-94."
