,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-01-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Workshop on educating California coastal and ocean managers
3,Editor :,"Hodgson, Gregor"
4,,"Maun, Lena"
5,Publication Year :,2001
6,Source Citation:,"Workshop proceedings, Los Angeles, California, September 28, 2001."
7,# Pages / Video Length:,60
8,Publication Type:,conference/work​shop proceedings
9,Project #:,R/W-76PD
10,Abstract:,"Participants of the Workshop on Educating California Coastal and Ocean Managers reached a clear consensus that a graduate-level coastal management program is not only desired by a wide array of individuals working in the field but is necessary to adequately manage California's important coastal resources. These proceedings include presentations by professionals representing government, the private sector, academia, and NGOs, as well as the results of several discussion groups about coastal management and higher education in the state."
