,MetadataField,Metadata
0,NSGL Document #:,SCSGC-R-94-012
1,Sea Grant Program/Affiliate:,South Carolina Sea Grant
2,Title:,"The biodegradabilit​y of sodium poly (apha, beta-D, L- aspartate). (abstract)"
3,Author:,"Wheeler, A. P."
4,,"Alfond, D. D."
5,,"Koskan, L. P."
6,Publication Year :,1994
7,Source Citation:,"""Symposium: Polyamino Acids, the Emergence of Life and Industrial Applications,"" San Diego, California, March 13- 17, 1994."
8,# Pages / Video Length:,1
9,Publication Type:,reprints (not peer-reviewed)
10,Abstract:,****NO ABSTRACT****
