,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-96-055
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Microbial metal accumulation and microsolid separation for treating and recovering metals from industrial rinsewaters
3,Author:,"Tebo, Bradley M."
4,,"Ganesh, Rajagopalan"
5,,"Tolley, William K."
6,,"Grow, Ann E."
7,Publication Year :,1996
8,Source Citation:,"""Biotechnology for Water Use and Conservation: The Mexico '96 Workshop: Organization for Economic Co-operation and Development,"" pp. 493-506, 1996."
9,# Pages / Video Length:,12
10,Publication Type:,reprints (not peer-reviewed)
11,Project #:,R/CZ-123
12,Abstract:,"Micro-organisms interact with metals in a variety of ways that lead to the accumulation of the metal on or in the cell and the removal of the metal from solution. Extracellular metal precipitation results from the production of a metabolite that combines with a metal ion, metal complex, or other metal-​containing compound forming a solid phase (i.e. insoluble precipitate). Biological based technologies for the detoxification and removal of a variety of metals and radionuclides may be useful in the treatment of waste and for the remediation of pollution (Tebo, 1995). The authors developed a family of technologies, referred to as, MOP-UP, that employ the accumulation of metals by micro-organisms from a variety of different media coupled with separation and recovery of those metals."
