,MetadataField,Metadata
0,NSGL Document #:,SCU-T-75-003
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"MARINE STUDIES OF SAN PEDRO BAY, CALIFORNIA PART 9. PALEONTOLOGY /2ND TITLE/ PALEONTOLOGIC RECORD OF AREAS ADJACENT TO THE LOS ANGELES A ND LONG BEACH HARBORS, LOS ANGELES COUNTY, CALIFORNIA"
3,Author:,"KENNEDY, GEORGE L"
4,Editor :,"SOULE, DOROTHY FISHER"
5,,"OGURI, MIKIHIKO"
6,Publication Year :,1975
7,# Pages / Video Length:,119
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,NOAA-75082604 COE C# DACW 09-73-C-0112 USC-SG- 4-75
