,MetadataField,Metadata
0,NSGL Document #:,CUIMR-I-99-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Training resources: food safety, HACCP and sanitation"
3,Author:,"Price, Robert J."
4,,"Tom, Pamela D."
5,Publication Year :,1999
6,# Pages / Video Length:,8
7,Publication Type:,directories/bib​liographies/ind​exes
8,Program Report #:,UCSGEP 99-3W
9,Project #:,A/EA-1
10,URL:,http://seafood.​ucdavis.edu/Pub​s/99resources.h​tm
11,Abstract:,"This bibliography and resource guide cites approximately 150 sources of information for training in food safety, sanitation, and the Hazard Analysis and Critical Control Point system, especially within the seafood industry. Resources consist of publications, posters, software, videos, web sites, vendors, and institutions."
