,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-88-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"""Ferry service on San Francisco Bay."""
3,Editor :,"Sullivan, Edward C."
4,,"Cartier, Carolyn"
5,,"Stadtfeld, Sandy"
6,Publication Year :,1988
7,Source Citation:,"Proceedings of a symposium, Oakland, California, June 8, 1988."
8,# Pages / Video Length:,111
9,Publication Type:,conference/work​shop proceedings
10,Program Report #:,UBC-ITS-P-88-1
11,Project #:,R/NP-1-17J
12,Abstract:,"This symposium brought together participants from private organizations, government, academia, and citizen groups to exchange information and ideas on the future of ferry transportation in the San Francisco area. The meeting was designed to explore future prospects for increased Bay Area ferry transportation and identify any impediments to ferries achieving their full service potential. The symposium agenda dealt with ferries for both passengers and freight, and with the role of ferries in providing mobility during emergencies. A meeting objective was to provide as much information as possible to participants so that the future debate on ferry transportation would be driven by physical, economic, and market realities."
