,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-09-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Movements of non-breeding Sooty Shearwaters (Puffinus griseus) in the California Current System: seabird response to spatial and temporal variability in winds
3,Author:,"Nakagawa, Melinda S."
4,,"Adams, Josh"
5,,"McPhee-Shaw, Erika E."
6,,"Harvey, James T."
7,Publication Year :,2009
8,Source Citation:,"""Western Society of Naturalists 90th annual meeting,"" poster presentation, Seaside, California, November 12-15, 2009"
9,# Pages / Video Length:,1
10,Publication Type:,reprints (not peer-reviewed)
11,Project #:,R/ENV-204
12,Abstract:,"Sooty Shearwaters (Puffinus griseus) are the most abundant avian predator in the California Current System (CCS); however, their movements during the upwelling season have not been well-studied. They often forage in huge flocks (>100,000) consuming massive amounts of forage fish, and potentially impacting forage fish availability for other predators. Here, we examined the at-sea movements of satellitetracke​d non-breeding Sooty Shearwaters (SOSH) in the CCS during the upwelling season of 2008, and their responses to spatial and temporal variability in winds."
