,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-04-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Isolation and characterizatio​n of polymorphic microsatellite loci from the Dungeness crab ""Cancer magister."""
3,Author:,"Toonen, Robert J."
4,,"Locke, Melissa"
5,,"Grosberg, Rick"
6,Publication Year :,2004
7,Source Citation:,"""Molecular Ecology Notes,"" 4:30-32, 2004."
8,# Pages / Video Length:,3
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-177
11,Abstract:,"There is considerable interest in assessing the degree and spatial pattern of genetic structure in the Dungeness crab ""Cancer magister"". To that end, scientists developed a series of 17 hypervariable microsatellite loci. Six of these 17 loci could be amplified in a single multiplex PCR reaction. Using dye-labeled primers all six loci can be coamplified and scored simultaneously on an automated sequencer. The ability to multiplex loci greatly increases the ease and speed of genotyping for this species."
