,MetadataField,Metadata
0,NSGL Document #:,SCU-R-85-008
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,The house fly: an acceptable subject for paralytic shellfish toxin bioassay
3,Author:,"Ross, Maria R."
4,,"Siger, Alvin"
5,,"Abbott, Bernard C."
6,Publication Year :,1985
7,Source Citation:,"""Toxic Dinoflagellates​,"" Anderson, White and Baden (eds.), pp. 433-438, 1985."
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,USCSG-R-04-86
10,Abstract:,pathology
11,,"A new, rapid and sensitive bioassay for paralytic shellfish toxins was developed using the fly as the transvector. Reliability of the assay was demonstrated by repeated calibration studies with saxitoxin; the ED50 (50% effective dose), determined by various individuals varied by 20%. Test results were compared with those of the mouse bioassay and HPLC. The fly bioassay can measure toxicity levels below the threshold of the mouse bioassay method. In addition the actual concentration of PSP in any given sample reported in micrograms/100 g shellfish meat was higher for the fly than the mouse, due to the Schantz `salt effect' which does not affect the fly assay."
