,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Metabolites of the Antarctic sponge ""Dendrilla membranosa"""
3,Author:,"Molinski, Tadeusz F."
4,,"Faulkner, D. John"
5,Publication Year :,1987
6,Source Citation:,"""The Journal of Organic Chemistry,"" 52(2):296-298, 1987."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-30
9,Abstract:,"Studies of the benthic community at McMurdo Sound, Antarctica, revealed that the sponge ""Dendrilla membranosa"" was extremely slow growing and was never observed to be eaten. It was concluded that ""D. membranosa"", which has neither apparent spicules nor mucus, was chemically defended. Reported in this paper are the isolation and identification of 9,11-​dihydrogracilin A (1) and membranolide (2), two metabolites related to the spongian group of diterpenes, that are likely candidates to be defensive constituents of ""D. membranosa""."
