,MetadataField,Metadata
0,NSGL Document #:,CASG-G-08-016
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Antibiotic Drug Discovery from the New Marine Actinomycete Genus Marinomyces
3,Author:,"Fenical, Bill"
4,,"Jensen, Paul"
5,Publication Year :,2008
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,R/MP-96
9,,C/P-1
10,Abstract:,"Actinomycetes are a group of bacteria that live in soil and decompose organic matter such as cellulose. In the realm of drug discovery, these microorganisms are widely recognized for their ability to produce secondary metabolites (chemicals) with commercially viable antibiotic activity. Streptomycin, the first treatment for tuberculosis, was derived from the largest genus of these bacteria, Streptomyces. Erythromycin and tetracycline are two other examples of common medicines derived originally from these microorganisms' metabolites"
