,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-034
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Plasma growth hormone levels in normal and stunted yearling coho salmon, ""Oncorhynchus kisutch"""
3,Author:,"Bolton, Jonathan P."
4,,"Young, Graham"
5,,"Nishioka, Richard S."
6,,"Hirano, Tetsuya"
7,,"Bern, Howard A."
8,Publication Year :,1987
9,Source Citation:,"""The Journal of Experimental Zoology,"" 242:379-382, 1987."
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/F-101
12,Abstract:,"A homologous radioimmunoassa​y was employed to assess plasma and pituitary growth hormone (GH) levels in coho salmon smolts and stunts. Although stunts have significantly reduced body weights and lengths, their plasma GH levels were 5-fold higher than those of either freshwater or seawater smolts. Pituitary GH content was also greater in the stunts than in either group of smolts. The presence of elevated GH levels in a group of animals with reduced growth rates suggests deficiencies in receptor and/or mediating systems as the cause of stunting."
