,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-71-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Soundings (Volume 1, No. 1, 2, 3, 4, and 5, January, March, June, August, and October 1971)"
3,Editor :,"Richardson, Dick"
4,,"Evans, Gwil"
5,Publication Year :,1971
6,Publisher:,Oregon State University (OSU) Sea Grant Extension Marine Advisory Program
7,# Pages / Video Length:,22
8,Publication Type:,periodicals
9,Program Report #:,ORESU-N-71-007
10,Grant/Contract #:,NOAA Sea Grant
11,Notes:,Five newsletter issues in one entry for 1971.
12,Abstract:,"The Soundings newsletter is a Cooperative extension work in agriculture and home economics, Oregon State University and U.S. Department of Agriculture cooperating as part of the National Ocean and Atmospheric Administration (NOAA) Sea Grant Program. Some topics in these issues include: Fishermen's Town Hall Meetings Termed ""Success,"" more planned; They came from Oregon, Washington, and California: Fisheries Business Exposition held, more than 300 attend; Lobster holding in Oregon Bays feasible; Marine Extension Methods Workshop; Today's youth in tomorrow's sea...Young intern (John McKitterick) tells of activities at OSU; Million visitor mark reached at OSU Marine Science Center; Drill provides peephole to past...Glomar Challenger reveals seabed secrets; Oregon State University (OSU) named Sea Grant College (one of four in nation, other three: University of Washington, Rhode Island, and Texas A&M University); Computers aid in coastal resource planning...MAP marine economist seeks better coast use, by Kenneth J. Roberts."
