,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-063
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Induction of the acrosomal reaction in sperm from the white sturgeon, ""Acipenser transmontanus"""
3,Author:,"Cherr, Gary N."
4,,"Clark, Wallis H. Jr."
5,Publication Year :,1986
6,Source Citation:,"""The Molecular and Cellular Biology of Fertilization,"" Jerry L. Hedrick, ed., pp. 235-249, 1986."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,RA45
9,Abstract:,"Investigations were conducted on the gametes from a primitive vertebrate, the white sturgeon (""Acipenser transmontanus"")​. Early reports indicated that sturgeon sperm possessed acrosomes and exhibited acrosomal processes while the eggs possessed not one, but numerous, micropyles. The presence of acrosomes in the sperm and micropyles in the eggs of sturgeon seems to contradict many ideas on sperm and acrosomal evolution. In this paper, the authors describe the fine structure of the white sturgeon sperm and its acrosomal reaction, the physiological parameters of this event and the egg envelope component that induces the reaction."
