,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-017
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Using an optical plankton counter to determine the size distributions of preserved zooplankton samples
3,Author:,"Beaulieu, Stace E."
4,,"Mullin, Michael M."
5,,"Tang, Van T."
6,,"Pyne, Solana M."
7,,"King, Andrew L."
8,,"Twining, Benjamin S."
9,Publication Year :,1999
10,Source Citation:,"""Journal of Plankton Research,"" 21(10):1939-​1956, 1999."
11,# Pages / Video Length:,18
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/CZ-138
14,Abstract:,The objective of this study was to test the effectiveness of a laboratory optical plankton counter (OPC) in determining size spectra of preserved zooplankton. The authors compare visual measurement of individual taxa and total displacement volume of whole samples to OPC analysis and discuss several experiments intended to test the effects of preservation on OPC-sensed sizes. They also present two applications of OPC-generated data in elucidating patterns for a large number of preserved samples.
