,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-009
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Marketing Seafood Directly (June 2020 Webinar on video)
3,Author:,"Caffey, Rex"
4,Publication Year :,2020
5,Publisher:,"Oregon Sea Grant; Published on YouTube June 25, 2020"
6,# Pages / Video Length:,1:04:44 hour/min/sec
7,Publication Type:,"webinars, virtual meetings, conferences, seminars"
8,Program Report #:,ORESU-W-20-009
9,Project #:,A/E/C OED 2018-21
10,URL:,https://youtu.b​e/dYWfJ5ACjmg
11,Abstract:,"The Sea Grant Extension Assembly hosted a webinar about marketing seafood directly. Panelists were: Amber Mae Petersen, the owner of The Fish Monger's Wife in Michigan. Matt Brown, the founder and sales director of SoPo Seafood in Maine. Carrie Culver, an Extension specialist with California Sea Grant. Thomas Hymel, a marine Extension specialist with Louisiana Sea Grant. Rex Caffey, the director of marine Extension for Louisiana Sea Grant, facilitated the webinar, which took place in June 2020."
