,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-033
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Quantification of crustacean hyperglycemic hormone by ELISA in hemolymph of the lobster, ""Homarus americanus"", following various stresses"
3,Author:,"Chang, Ernest S."
4,,"Keller, Rainer"
5,,"Chang, Sharon A."
6,Publication Year :,1998
7,Source Citation:,"""General and Comparative Endocrinology,"" 111:359-366, 1998."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-160
11,Abstract:,"For this paper, an ELISA was developed for the crustacean hyperglycemic hormone (CHH) from the lobster, ""Homarus americanus"". It is sensitive to as little as 0.2 fmol of peptide. The assay demonstrated increased CHH in the hemolymph of intact lobsters following emersion, exposure to high temperatures, and salinity stress. During emersion, concentrations of hemolymph glucose increased concomitantly with increases in CHH. Significant levels of hemolymph CHH were measured in lobsters that had been eyestalk-​ablated. These observations indicate that there may be a source of CHH other than the X-organ/sinus gland in the lobster."
