,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-030
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Silicon biotechnology: proteins, genes and molecular mechanisms controlling biosilica nanofabrication offer new routes to polysiloxane synthesis"
3,Author:,"Morse, Daniel E."
4,Publication Year :,1999
5,Source Citation:,"""Organosilicon Chemistry IV: from Molecules to Materials,"" N. Auner and J. Weis (eds.), pp. 5-16, 1999."
6,# Pages / Video Length:,12
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-82
9,Abstract:,"Occluded proteins (called ""silicateins"") from the biosilica spicules produced by a sponge prove capable of directing the polymerization of silica and silsesquioxanes from the corresponding alkoxides under mild physiological conditions, whereas the anthropogenic synthesis of these materials typically requires acid or base catalysis. The author of this work discusses the prospects of identifying the structural determinants of the polysiloxane synthesis- directing activities, developing new environmentally benign routes to synthesis of more ordered silsesquioxanes​, and discovering the proteins, genes and molecular mechanisms controlling silicon metabolism in the sponge and other living systems."
