,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-81-048
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Storage stability of the purple-hinge rock scallop, ""Hinnites multirugosus"""
3,Author:,"Josephson, R. V."
4,,"Maxwell-Miller, G."
5,,"Spindler, A. A."
6,,"Holloway-​Thomas, D."
7,,"Avery, M. W."
8,,"Phleger, C. F."
9,Publication Year :,1981
10,Source Citation:,"""Proceedings of the Institute of Food Technologists, 41st Annual Meeting,"" June 7-10, 1981."
11,# Pages / Video Length:,1
12,Publication Type:,reprints (not peer-reviewed)
13,Project #:,R/F-59
