,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-034
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Sex differences and prior residence effects in shelter competition in juvenile lobsters, ""Homarus americanus"", Milne-Edwards"
3,Author:,"Peeke, Harman V. S."
4,,"Figler, Michael H."
5,,"Chang, Ernest S."
6,Publication Year :,1998
7,Source Citation:,"""Journal of Experimental Marine Biology and Ecology,"" 229:149-156, 1998."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-160
11,Abstract:,"Using a resident-​intruder paradigm, a study of competition for a single shelter between same- and mixed-sex dyads of juvenile lobsters, ""Homarus americanus"" revealed a significantly greater advantage for males than females against intruders of either sex. There was no significant competitive advantage for residents of one sex over intruders of the other. There was a prior residence effect only in the male-male dyad condition. Unexpectedly, there was a reliable intruder advantage in female-female dyads. Shelter-seeking response of the juvenile lobster is a phylogenetic adaptation and juvenile aggressive behavior appears more intense than that of adults."
