,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-85-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The economic impact of recent changes in the U.S. tuna industry
3,Author:,"King, Dennis M."
4,,"Bateman, Harry A."
5,Publication Year :,1985
6,# Pages / Video Length:,30
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,P-T-47
9,Project #:,R/NP-1-14G
10,Abstract:,"In 1985 only one small tuna cannery is still operating in the continental U.S. The four major U.S. firms now rely completely on canned tuna imports and offshore canning operations in Puerto Rico and American Samoa. The economic impact of such relocation and other changes in the $1.5 billion industry is the subject of this report, which is divided into chapters giving an overview of the industry; its present condition; and analyses of the recent direct, indirect and induced losses of jobs, incomes and taxes."
