,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Dopaminergic influence on gonadotropin secretion in white sturgeon ""Acipenser transmontanus"""
3,Author:,"Pavlick, R. J."
4,,"Moberg, G. P."
5,Publication Year :,1997
6,Source Citation:,"""Fish Physiology and Biochemistry,"" 16(1):35-43, 1997."
7,# Pages / Video Length:,9
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/A-85
10,Abstract:,The present study was designed to explore possible dopaminergic neuroendocrine regulation of pituitary gonadotropin (GTH) secretion in Chondrostean fish by assessing the effects of dopamine and pimozide on both a spontaneous and GnRHa-induced release of two distinct GTHs.
