,MetadataField,Metadata
0,NSGL Document #:,CASG-R-07-034
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"First record of the occurrence of the California grunion, Leuresthes tenuis, in Tomas Bay, California: a northern extension of the species"
3,Author:,"Roberts, Dale"
4,,"Lea, Robert N."
5,,"Martin, Karen L.M."
6,Publication Year :,2007
7,Source Citation:,"""California Fish and Game,"" 93(2):107-110, 2007."
8,# Pages / Video Length:,5
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/CZ-195
