,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-037
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Development of the PKX myxosporean in rainbow trout ""Salmo gairdneri"""
3,Author:,"Kent, Michael L."
4,,"Hedrick, Ronald P."
5,Publication Year :,1986
6,Source Citation:,"""Diseases of Aquatic Organisms,"" 1:169-182, October 15, 1986."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/F-100
9,Abstract:,"Sequential development of PKX, the causative agent of proliferative kidney disease, is elucidated in rainbow trout ""Salmo gairdneri"" by light and electron microscopy. Epizootiologica​l and sequential development data support the hypothesis that the interstitial form of PKX and the intraluminal myxosporeans belong to the same organism."
