,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-96-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Morro Bay Research Needs: Summary of a 1996 Workshop
3,Editor :,"McArdle, Deborah A."
4,Publication Year :,1996
5,Source Citation:,"Summary of a workshop, Morro Bay, California, March 2, 1996, sponsored by the Morro Bay State Estuary Watershed Council, California Sea Grant Cooperative Extension Program and the National Estuary Program"
6,Publisher:,California Sea Grant Cooperative Extension Program
7,# Pages / Video Length:,21
8,Publication Type:,conference/work​shop proceedings
9,Abstract:,"The significance of Morro Bay has been recognized by its designation as a State Estuary and one of 28 National Estuaries. As directed by these programs, the Morro Bay Watershed Council is guiding the development of a management plan that will address water quality related issues. The Council has established several issues and suggest solutions to them. The goal of this workshop was to develop specific ideas for research needs, cooperators and funding sources. This document incorporates the results of those discussions, as well as comments received from subsequent reviews."
