,MetadataField,Metadata
0,NSGL Document #:,CAEXT-N-89-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Fish and Kelp News (October 1989)
3,Author:,"Wyatt, Bruce"
4,,"McGourty, Glenn"
5,Publication Year :,1989
6,Publisher:,University of California Cooperative Extension
7,# Pages / Video Length:,5
8,Publication Type:,periodicals
9,Abstract:,"This newsletter provides information such as: Why fish and kelp are quality plant nutrients; How and when to use fish and kelp in your farming practices; Plant responses to fish emulsion application and responses to using kelp extracts; responses to fish and kelp; application rates, field observation and more."
