,MetadataField,Metadata
0,NSGL Document #:,SCU-R-79-005
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,POTENTIAL SAND AND GRAVEL RESOURCES IN SANTA MONICA AND SAN PEDRO BAYS: SOUTHERN CALIFORNIA
3,Author:,"OSBORNE, ROBERT HOWARD"
4,,"SCHEIDEMANN, R C JR"
5,,"NARDIN, THOMAS RICHARD"
6,,"HARPER, A S"
7,,"BRODERSEN, K L"
8,,"KABAKOFF, J"
9,,"WALDRON, J M"
10,Publication Year :,1979
11,Source Citation:,"INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS PROCEEDINGS OF OCEANS PP. 590-597 SEPTEMBER, 1979"
12,Publication Type:,reprints (not peer-reviewed)
13,Program Report #:,USC-SG-R-07-79
14,Abstract:,RESOURCE ASSESSMENT
