,MetadataField,Metadata
0,NSGL Document #:,SCU-W-91-002
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,In search of an enduring maritime policy
3,Author:,"Whitehurst, Clinton H. Jr."
4,Publication Year :,1991
5,Source Citation:,"""The International Symposium on Coastal Ocean Space Utilization II,"" Long Beach, California, April 4, 1991."
6,# Pages / Video Length:,18
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,USCSG-LS-01-91
9,Abstract:,"The Paul Hall Memorial Endowment promotes marine transportation programs; the Memorial Lecture Program was developed in 1987 to honor distinguished contributors to marine transportation and maritime industries. This 1991 lecture was delivered by Clinton H. Whitehurst, Jr., Professor Emeritus and Senior Fellow at the Strom Thurmond Institute of Government and Public Affairs, Clemson Unviersity, at a symposium on Coastal Ocean Space Utilization in Long Beach, California. He discusses the present day-to-day conditions under which the maritime industry operates, its history, and the problems the maritime transportation industry faces in the U.S. The benefits to the country of a privately owned and operated U.S. flag merchant marine are described, as are ways for strengthening its operation for the future."
