,MetadataField,Metadata
0,NSGL Document #:,MEU-E-17-005
1,Sea Grant Program/Affiliate:,Maine Sea Grant
2,Title:,Oceanic Scales Lesson Plan #5: Understanding the Nutrient Cycle
3,Publication Year :,2017
4,Publisher:,"Orono, ME: Coaction Laboratory, University of Maine and Santa Cruz, CA: Open Laboratory, University of California Santa Cruz"
5,# Pages / Video Length:,6
6,Publication Type:,educational materials
7,Project #:,DV-15-15
8,URL:,http://oceanics​cales.com/ocean​ic-​scales-​lesson-​plan-​5-​understanding-​the-​nutrient-​cycle/
9,Abstract:,"Students will understand how upwelling affects the ocean nutrient cycle, which therefore allows phytoplankton to utilize the nutrients into energy."
