,MetadataField,Metadata
0,NSGL Document #:,CASG-R-09-045
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,International and cross-cultural management in conservation of migratory species
3,Author:,"Nevins, Hannahrose M."
4,,"Adams, Josh"
5,,"Moller, Henrik"
6,,"Newman, Jamie"
7,,"Hester, Michelle"
8,,"Hyrenbach, K. David"
9,Publication Year :,2010
10,Source Citation:,"""Journal of the Royal Society of New Zealand,"" 39(4):183-185, December 2009."
11,# Pages / Video Length:,3
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/ENV-204
