,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-90-014
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Vacuum packages and retort pouches for smoked seafood
3,Author:,"Tom, Pamela D."
4,,"Price, Robert J."
5,Publication Year :,1990
6,# Pages / Video Length:,1
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,UCSGEP 90-16
9,Project #:,A/EA-1
10,Abstract:,"Consumers can buy smoked seafood in vacuum packages or in retort pouches. The two packages may look similar, but they require different storage conditions. Vacuum packaged smoked seafoods require refrigeration. Retort pouches do not require refrigeration. Some handling tips are given here."
