,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-054
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Binding proteins for methyl farnesoate in lobster tissues: detection by photoaffinity labeling
3,Author:,"Prestwich, Glenn D."
4,,"Bruce, Marilyn J."
5,,"Ujvary, Istvan"
6,,"Chang, Ernest S."
7,Publication Year :,1990
8,Source Citation:,"""General and Comparative Endocrinology,"" 80:232-237, 1990."
9,# Pages / Video Length:,6
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/A-68
12,Abstract:,"Methyl farnesoate (MF) is secreted by the mandibular organs of crustaceans, but its physiological role and biochemical distribution are only partially known. In this study, characterizatio​n of specific MF binding proteins (MFBP) in homogenates of tissues of the American lobster, ""Homarus americanus"", was achieved by photoaffinity labeling with tritium- labeled farnesyl diazomethyl ketone (3H-FDK). Although many other tissues had proteins which labeled with 3H-FDK, none of these showed competition by MF. This MFBP is thus functionally analogous to the hemolymph JH-binding proteins of insects."
